ZONE, AREA, CLINIC CODE, CLINIC, ADDRESS, POSTAL, TEL, FAX, OPERATING HOURS MON - FRI, SAT, SUN, PUBLIC HOLIDAY, REMARKS, LAT, LNG
"WEST","TEBAN","SGP000331","TEBAN GARDEN CLINIC","BLK 61 TEBAN GARDENS ROAD #01-01","600061","65619052","65623906","9.00AM-12.30PM,2.00PM-5.00PM,6.30PM-8.30PM","9.00AM-12.30PM","CLOSED","CLOSED","", 1.3220718, 103.7385725
"CITY","TANJONG PAGAR","SGP000243","MHC MEDICAL CENTRE (AMARA)","100 100 AM TRAS STREET #15-01","79027","62255220","62255426","9.00AM-5.00PM","9.00AM-1.00PM","CLOSED","CLOSED","Pre-appointmentends at 4pm onWeekdays and 12pmon Sat. Lastregistration is at4.30pm.", 1.274961, 103.843575
"SOUTH","TELOK BLANGAH","SGP000332","TELOK BLANGAH MEDICAL CENTRE","BLK 77 TELOK BLANGAH DRIVE #01-244","100077","62782727","62720963","8.30AM-1.00PM","8.30AM-1.00PM","8.30AM-12.30PM","8.30AM-12.30PM","", 1.273906, 103.808521
"WEST","TEBAN","SGP000260","NEWLIFE FAMILY CLINIC & SURGERY PTE LTD","BLK 61 TEBAN GARDENS ROAD #01-20","600061","65663770","65668941","MON-FRI: 9.00AM-12.00PM, MON & TUE:2.30PM-4.30PM,7.00PM-9.00PM","9.00AM-12.00PM","9.00AM-12.00PM","CLOSED","HOLIDAY EVE:9.00AM-12.00PM", 1.3220718, 103.7385725
"CENTRAL-SOUTH","TIONG BAHRU","SGP000706","ICARE MEDICAL AND WELLNESS CLINIC","BLK 22 HAVELOCK ROAD #01-701","160022","62746858","62746342","8.00AM-10.00PM","8.00AM-10.00PM","10.00AM-10.00PM","10.00AM-10.00PM","", 1.2887862, 103.8288286
"CENTRAL-NORTH","THOMSON","SGP000151","HEALTHWAY MEDICAL CENTRE","238 NOVENA SQUARE THOMSON ROAD #03-32A","307683","63528696","63528695","8.30AM-12.30PM2.00PM-5.30PM","9.00AM-1.00PM","CLOSED","CLOSED","", 1.3198107, 103.8439824
"SOUTH","TELOK BLANGAH","SGP000463","HEALTHPLUS FAMILY CLINIC & SURGERY","BLK 78A TELOK BLANGAH STREET 32 #01-02","101078","62733327","62733360","8.30AM-12.30PM2.00PM-4.30PM7.00PM-11.00PM","8.30AM-12.30PM7.00PM-11.00PM","8.30AM-12.30PM7.00PM-11.00PM","8.30AM-12.30PM7.00PM-11.00PM","", 1.2733705, 103.808563
"SOUTH","TELOK BLANGAH","SGP000529","LUM CLINIC & SURGERY","BLK 109 BUKIT PURMEI ROAD #01-149","90109","62784827","62784827","8.30AM-12.30PM,2.00PM-7.30PM","9.00AM-12.30PM","CLOSED","CLOSED","", 1.2739166, 103.8253601
"CENTRAL-NORTH","THOMSON","SGP000606","HILL SPRING MEDICAL","12 JALAN LEBAN","577552","64563200","64563070","8.30AM-4.00PM,6.00PM-9.30PM","8.30AM-4.00PM","8.30AM-4.00PM,6.00PM-9.30PM","CLOSED","", 1.3716482, 103.8291567
"CENTRAL-SOUTH","TIONG BAHRU","SGP000766","ONECARE CLINIC TIONG BAHRU","BLK 11A BOON TIONG ROAD #01-08","161011","63582568","63582569","8.00AM-3.00PM,5.00PM-10.00PM","8.00AM-1.00PM,6.00PM-10.00PM","8.00AM-1.00PM,6.00PM-10.00PM","8.00AM-1.00PM,6.00PM-10.00PM","", 1.2862965, 103.8291068
"CENTRAL-SOUTH","TIONG BAHRU","SGP000051","CHUA & PARTNERS FAMILY CLINIC","BLK 18 JALAN MEMBINA #02-05","164018","62719004","62711601","8.30AM-3.00PM,6.00PM-9.00PM","8.30AM-3.00PM,6.00PM-9.00PM","CLOSED","CLOSED","PATIENTS TO BEREGISTERED 30MINSBEFORE CLOSING.", 1.2854344, 103.8268341
"CENTRAL-SOUTH","TIONG BAHRU","SGP000634","HEALTH FIRST FAMILY CLINIC","BLK 26 JALAN MEMBINA #01-06","161026","67932833","67932877","8.30AM-1.00PM,2.00PM-4.30PM,7.00PM-9.30PM","CLOSED","8.30AM-12.30PM,7.00PM-9.30PM","8.30AM-12.30PM,7.00PM-9.30PM","", 1.2826503, 103.8255875
"CENTRAL-SOUTH","TIONG BAHRU","SGP000224","MARINA MEDICAL CENTRE","BLK 78 GUAN CHUAN STREET #01-39","160078","62222177","62223380","9.00AM-12.15PM,2.00PM-3.45PM,6.30PM-8.00PM(CLOSED ON TUES,WED, FRI NIGHT)","9.00AM-12.00PM","CLOSED","CLOSED","", 1.2833567, 103.8310831
"CENTRAL-SOUTH","TIONG BAHRU","SGP000017","BEO CRESCENT FAMILY CLINIC & SURGERY","BLK 40 BEO CRESCENT #01-02","160040","62750269","62750062","9.30AM-1.00PM,2.00PM-4.30PM,6.30PM-9.00PM","9.00AM-12.30PM","9.00AM-12.30PM","9.00AM-12.30PM","", 1.288927, 103.827221
"CENTRAL-SOUTH","TIONG BAHRU","SGP000391","YIM CLINIC","11A BOON TIONG ROAD #02-03","161011","62707587","62732316","8.00AM-1.00PM,1.30PM-5.00PM,5.30PM-8.00PM","8.00AM-1.00PM","8.00AM-1.00PM","CLOSED","", 1.2862965, 103.8291068
"CENTRAL-SOUTH","TIONG BAHRU","SGP000662","FIRSTHEALTH CLINIC & SURGERY","126 MULTISTOREY CARPARK KIM TIAN ROAD #01-04","160126","66944981","66944982","8.30AM-1.00PM,6.00PM-9.00PM","8.30AM-12.30PM","9.00AM-1.00PM,6.00PM-10.00PM","9.00AM-1.00PM,6.30PM-9.30PM","", 1.2806191, 103.8286
"CENTRAL-SOUTH","TIONG BAHRU","SGP000621","FRONTIER MEDICAL ASSOCIATES (HAVELOCK)","BLK 51 HAVELOCK ROAD #01-02","161051","66843770","66843771","MON-THURS: 8.30AM-3.00PM, 6.00PM-9.00PM, FRI: 8.30AM-12.30PM (CLOSED ONFRI NIGHTS)","8.30AM-12.30PM","CLOSED","CLOSED","", 1.2899735, 103.8274484
"CENTRAL","TOA PAYOH","SGP000428","TEOH CLINIC FAMILY PRACTICE","BLK 47 LORONG 6 TOA PAYOH #01-142","310047","62555188","62506070","8.30AM-12.30PM,2.30PM-4.30PM,7.00PM-9.00PM","8.30AM-12.00PM","10.00AM-12.00PM(1ST SUN OF THEMONTH CLOSED)","CLOSED","", 1.336919, 103.8540554
"CENTRAL-SOUTH","TIONG BAHRU","SGP000366","TIONG BAHRU MEDICAL CENTRE PTE LTD","10 KAI FOOK MANSION KIM TIAN ROAD","169248","62727966","62787216","10.00AM-12.30PM,2.00PM-5.30PM","10.00AM-12.30PM","CLOSED","CLOSED","", 1.2850379, 103.829342
"CENTRAL","TOA PAYOH","SGP000222","MAKE-WELL FAMILY CLINIC & SURGERY","BLK 70 LORONG 4 TOA PAYOH #01-351","310070","62534235","63545461","10.00AM-12.00PM,3.00PM-4.00PM","CLOSED","CLOSED","CLOSED","", 1.334824, 103.852258
"CENTRAL","TOA PAYOH","SGP000073","DRS CHAN & TANG FAMILY CLINIC PTE LTD","BLK 125 LORONG 1 TOA PAYOH #01-549","310125","62511782","62511023","MON-FRI: 8.30AM-12.15PM, 2.00PM-4.45PM, 7.00PM-8.45PM (CLOSED ONTUES, THURS & FRINIGHTS)","8.30AM-12.15PM","8.30AM-12.15PM","CLOSED","", 1.3382878, 103.8456366
"CENTRAL","TOA PAYOH","SGP000340","TEMASEK MEDICAL CLINIC","BLK 212 LORONG 8 TOA PAYOH #01-41","310212","62523206","62523206","8.30AM-12.30PM,2.00PM-4.00PM,7.00PM-9.00PM(CLOSED FRIAFTERNOON & NIGHT)","8.30AM-12.30PM","CLOSED","CLOSED","", 1.3406577, 103.8543157
"CENTRAL","TOA PAYOH","SGP000581","HEALTHWAY TOA PAYOH CLINIC","BLK 177 TOA PAYOH CENTRAL #01-130","310177","62553773","63526772","8.00AM-3.00PM,6.00PM-9.00PM","8.30AM-12.30PM","9.00AM-12.30PM","9.00AM-12.30PM","", 1.3337313, 103.8478884
"CENTRAL","TOA PAYOH","SGP000045","CHNG CLINIC & SURGERY","BLK 178 TOA PAYOH CENTRAL #01-236","310178","62504522","62533803","8.30AM-12.30PM2.00PM-4.30PM7.00PM-9.00PM(CLOSED ON WED & FRIEVENING)","9.00AM-12.30PM","9.00AM-12.30PM","CLOSED","", 1.3330121, 103.8483265
"CENTRAL","TOA PAYOH","SGP000740","DOCTORS INC MEDICAL GROUP PTE LTD","BLK 190 TOA PAYOH LORONG 6 #01-590","310190","63563633","63562622","9.00AM-5.00PM,6.00PM-9.00PM","9.00AM-1.00PM,5.00PM-9.00PM","5.00PM-9.00PM","CLOSED","", 1.332982, 103.8493228
"CENTRAL","TOA PAYOH","SGP000056","C K TAN FAMILY CLINIC & SURGERY PTE LTD","BLK 125 LORONG 1 TOA PAYOH #01-537","310125","62514438","62514438","8.30AM-12.30PM,1.30PM-4.00PM,6.30PM-8.30PM(CLOSE ON WED & FRINIGHTS)","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.3382878, 103.8456366
"CENTRAL","TOA PAYOH","SGP000767","UNIHEALTH 24-HR CLINIC (TOA PAYOH)","BLK 178 TOA PAYOH CENTRAL #01-218","310178","62031639","62549938","24 HOURS","24 HOURS","24 HOURS","24 HOURS","", 1.3330121, 103.8483265
"CENTRAL","TOA PAYOH","SGP000030","CAMRY MEDICAL CENTRE","BLK 95 LORONG 4 TOA PAYOH #01-66","310095","62580553","62589353","8.30AM-12.00PM,1.00PM-4.00PM","8.30AM-12.00PM","CLOSED","CLOSED","", 1.338873, 103.848997
"CENTRAL","TOA PAYOH","SGP000427","MEDIVIEW CLINIC AND SURGERY","BLK 150 LORONG 1 TOA PAYOH #01-999","310150","62532351","64423715","MON-TUE: 8.30AM-12.30PM, 2.00PM-4.00PM, 7.00PM-9.00PM WED-FRI:8.30AM-12.30PM,2.00PM-5.00PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.3339589, 103.844393
"CENTRAL","TOA PAYOH","SGP000485","FAMILYCARE CLINIC AND SURGERY","BLK 85C LORONG 4 TOA PAYOH #01-380","313085","62509033","63561521","9.00AM-12.30PM,2.00PM-4.00PM,7.30PM-10.00PM","9.00AM-12.30PM","9.00AM-12.30PM","CLOSED","", 1.336328, 103.8473475
"CENTRAL-NORTH","UPPERSERANGOON","SGP000247","MILFORD MEDICAL GROUP","BLK 237 SERANGOON AVENUE 3 #01-116","550237","62869993","62824338","8.30AM-12.30PM,2.00PM-4.00PM(CLOSED ON WEDAFTERNOON)","8.30AM-12.30PM","CLOSED","CLOSED","", 1.3542204, 103.8701745
"CENTRAL-NORTH","UPPERSERANGOON","SGP000307","SG CLINIC FAMILY PRACTICE","84 SERANGOON GARDEN WAY","555980","63821988","62881474","9.00AM-12.30PM,2.30PM-4.30PM,6.30PM-8.30PM","9.00AM-12.30PM9.00AM-12.30PM,2.30PM-4.30PM","9.00AM-12.30PM","9.00AM-12.30PM","", 1.3641322, 103.8649067
"CENTRAL","TOA PAYOH","SGP000010","ASSOCIATE DISPENSARIES","BLK 94 LORONG 4 TOA PAYOH #01-20","310094","62562308","62562308","MON-FRI: 11.30AM-12.30PMMON/WED/FRI:3.30PM-5.00PM","11.30AM-12.30PM","CLOSED","11.30AM-12.30PM","CLOSED ON NEWYEAR'S DAY, LABOURDAY, NATIONAL DAY,CHRISTMAS ANDCHINESE NEW YEAR'SDAY", 1.338907, 103.849576
"CENTRAL","TOA PAYOH","SGP000098","EJ FAMILY CLINIC","BLK 109 LORONG 1 TOA PAYOH #01-314","310109","63530811","63530811","8.00AM-3.00PM,6.00PM-10.00PM","8.00AM-3.00PM","8.00AM-3.00PM,6.00PM-10.00PM","8.00AM-12.30PM(*CLINIC CLOSE ONCERTAIN PUBLICHOLIDAYS)","PATIENT TO ARRIVEAT LEAST 15MINSBEFORE CLOSING.", 1.3412455, 103.8463517
"CENTRAL-EAST","UBI ROAD","SGP000002","ADVANCE CLINIC & SURGERY PTE LTD","BLK 301 UBI AVENUE 1 #01-269","400301","67421156","67426191","8.30AM-5.30PM,7.00PM-9.00PM","8.30AM-1.00PM","CLOSED","CLOSED","", 1.331064, 103.9025298
"WEST","TUAS","SGP000724","TUAS MEDICAL CENTRE","70 TUAS SOUTH AVENUE 1 #01-08/09","637285","63344402","63345404","6.00PM-9.00PM","6.00PM-9.00PM","6.00PM-9.00PM","6.00PM-9.00PM","", 1.3126386, 103.626504
"CENTRAL-NORTH","UPPERSERANGOON","SGP000057","COMFORT CLINIC & SURGERY","BLK 214 SERANGOON AVENUE 4 #01-100","550214","62807271","62807271","8.30AM-12.30PM2.00PM-4.00PM6.30PM-9.00PM(CLOSED ON FRIEVENING)","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.357329, 103.873558
"CENTRAL","TOA PAYOH","SGP000421","MEI LING CLINIC (TOA PAYOH) LLP","BLK 500 HDB HUB LORONG 6 TOA PAYOH #04-33","310500","62535600","62530722","9.00AM-1.00PM,2.00PM-5.00PM (LASTREGISTRATION 15MINS BEFORECLOSING)","9.00AM-12.00PM(LASTREGISTRATION 15MINS BEFORECLOSING)","CLOSED","CLOSED","(LAST REGISTRATION15 MINS BEFORECLOSING)", 1.33202, 103.84952
"CENTRAL-EAST","UBI ROAD","SGP000031","CARITAS CLINIC","BLK 304 UBI AVENUE 1 #01-127","400304","67489284","67421955","MON-THU:8.30AM-1.00PM2.00PM-4.00PM6.00PM-7.30PMFRI:8.30AM-12.00PM2.00PM-4.00PM","9.30AM-12.00PM","9.30AM-12.00PM","CLOSED","", 1.329443, 103.901257
"SOUTH-WEST","WEST COAST","SGP000453","CHIN LEONG CLINIC","BLK 517 WEST COAST ROAD #01-555","120517","67789493","67746695","9.30AM-12.45PM,2.30PM-3.30PM,7.15PM-8.30PM","9.30AM-12.00PM","9.30AM-12.00PM","9.30AM-12.00PM","- CLOSED ONCHRISTMAS ANDCHINESE NEW DAY.- PLEASE MAKE ANAPPOINTMENTBEFORE VISIT.", 1.3074584, 103.7601428
"NORTH","WOODLANDS","SGP000387","WOODLANDS FAMILY CLINIC","BLK 305 WOODLANDS STREET 31 #01-85","730305","63654770","63658075","8.30AM-12.30PM2.00PM-4.30PM6.30PM-9.00PM(CLOSED ON FRIEVENING)","8.30AM-12.30PM","CLOSED","CLOSED","", 1.4303897, 103.7740859
"NORTH","WOODLANDS","SGP000710","PROCROSS MEDICAL CENTRE (WOODLANDS)","BLK 689A WOODLANDS DRIVE 75 #01-86","731689","62199648","62199649","8.00AM-12.00PM,5.00PM-8.00PM","12.30PM-3.00PM","12.30PM-3.00PM","12.30PM-3.00PM","", 1.444459, 103.8078951
"NORTH","WOODLANDS","SGP000299","ROYAL MEDICAL CENTRE","BLK 111 WOODLANDS STREET 13 #01-84","730111","63656855","63623254","8.30AM-1.00PM,2.00PM-4.00PM,6.30PM-9.00PM(CLOSED ON THUR ANDFRI NIGHTS)","8.30AM-12.30PM","9.00AM-12.30PM","CLOSED","", 1.4378571, 103.7821072
"SOUTH-WEST","WEST COAST","SGP000328","VIVA MEDICAL GROUP (WESTSIDE)","154 WEST COAST PLAZA WEST COAST ROAD #01-81","127371","67779069","67770035","8.30AM-12.30PM,2.00PM-4.30PM","8.30AM-12.30PM","9.00AM-12.00PM","CLOSED","LAST REGISTRATIONENDS 15MINSBEFORE CLOSINGTIME.", 1.303644, 103.765892
"NORTH","WOODLANDS","SGP000312","SINGAPORE FAMILY CLINIC & SURGERY (WOODLANDS)","BLK 717 WOODLANDS DRIVE 70 #01-114","730717","63647450","63647451","8.00AM-1.00PM,2.00PM-5.00PM,6.00PM-12.00AM","8.00AM-1.00PM,2.00PM-5.00PM,6.00PM-11.00PM","8.00AM-1.00PM,2.00PM-5.00PM,6.00PM-11.00PM","8.00AM-1.00PM,2.00PM-5.00PM,6.00PM-11.00PM","", 1.441111, 103.799198
"NORTH","WOODLANDS","SGP000160","HEALTHWAY MEDICAL CLINIC (WOODLANDS)","BLK 888 888 PLAZA WOODLANDS DRIVE 50 #02-737","730888","63649661","63649662","8.30AM-1.00PM,2.00PM-5.00PM,6.30PM-9.30PM(CLOSED ON FRINIGHT)","8.30AM-1.00PM","8.30AM-12.30PM","CLOSED","", 1.4379469, 103.7956872
"SOUTH-WEST","WEST COAST","SGP000579","L'VING VINE MEDICAL & WELLNESS CLINIC","154 WEST COAST PLAZA WEST COAST ROAD #01-84/85","127371","67777442","67777563","10.00AM-2.00PM,6.00PM-9.00PM(CLOSED ON WEDNIGHT & THUMORNING)","10.00AM-2.00PM","CLOSED","CLOSED","REMARKS: DOCTORARRIVES AT 12PM,PLEASE CALL CLINICFOR APPOINTMENT.", 1.303644, 103.765892
"NORTH","WOODLANDS","SGP000166","HOPE FAMILY CLINIC & SURGERY","BLK 883 WOODLANDS NORTH PLAZA WOODLANDSSTREET 82 #01-470","730883","63691328","63691328","8.30AM-12.30PM,1.30PM-3.30PM,7.00PM-9.00PM(CLOSED ON WED & FRINIGHTS)","8.30AM-12.00PM","CLOSED","CLOSED","", 1.4425721, 103.7907091
"NORTH","WOODLANDS","SGP000118","FIRST MEDICAL CLINIC & SURGERY","BLK 167 WOODLANDS STREET 11 #01-11","730167","63680111","63672969","8.30AM-1.00PM,2.00PM-4.30PM,6.30PM-9.00PM","8.30AM-1.00PM","8.30AM-1.00PM","CLOSED","", 1.4335491, 103.7759424
"NORTH","WOODLANDS","SGP000729","DR NAH & LEE FAMILY CLINIC","BLK 780 WOODLANDS CRESCENT #01-03","730780","62501528","62501779","8.00AM-3.00PM,6.00PM-9.00PM","CLOSED","8.00AM-1.00PM","CLOSED","LAST REGISTRATIONIS 30MINS BEFORECLOSING.", 1.4490172, 103.8009993
"NORTH","WOODLANDS","SGP000388","WOODLANDS MEDICAL CENTRE","BLK 210 MARSILING CRESCENT #01-09","730210","62698888","63654119","9.00AM-12.00PM,2.00PM-4.00PM,6.00PM-7.30PM","9.00AM-12.00PM","9.00AM-12.00PM","CLOSED","LAST REGISTRATIONIS 15MINS BEFORECLOSING TIME.", 1.4461708, 103.7736971
"NORTH","WOODLANDS","SGP000658","A & A CLINIC","BLK 570B WOODLANDS AVENUE 1 #01-07","732570","63390883","","9.00AM-12.30PM,6.00PM-8.30PM(CLOSED ON TUE &THU NIGHT)","9.00AM-12.30PM","CLOSED","CLOSED","", 1.430924, 103.790837
"NORTH","WOODLANDS","SGP000640","WOODGROVE MEDICAL","30 THE WOODGROVE WOODLANDS AVENUE 1 #02-03/04","739065","63668831","63669961","8.30AM-4.00PM,6.00PM-9.30PM","8.30AM-4.00PM","8.30AM-4.00PM","CLOSED","", 1.429296, 103.7813295
"NORTH","WOODLANDS","SGP000458","LIAN CLINIC PTE LTD","BLK 18 MARSILING LANE #01-269","730018","62697435","63661157","8.30AM-12.30PM,2.00PM-4.30PM,7.00PM-9.00PM","8.30AM-12.30PM","8.30AM-11.30AM","8.30AM-11.30AM","LAST REGISTRATIONIS 15MINS BEFORECLOSING TIME.", 1.443049, 103.777685
"NORTH","YISHUN","SGP000128","H S LEE CLINIC & SURGERY","BLK 173 YISHUN AVENUE 7 #01-823","760173","67550630","67555524","8.30AM-12.30PM,2.00PM-5.00PM,7.00PM-9.00PM","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.4370075, 103.8309346
"NORTH","YISHUN","SGP000394","YISHUN CENTRAL MEDICAL CLINIC","BLK 160 YISHUN STREET 11 #01-212","760160","67558931","67558931","8.30AM-12.30PM,2.00PM-4.00PM,6.30PM-9.00PM","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.4325476, 103.8332133
"NORTH","YISHUN","SGP000193","KONG CLINIC & SURGERY","BLK 293 YISHUN STREET 22 #01-223","760293","67521401","67580136","8.30AM-12.30PM,2.00PM-4.30PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.4363876, 103.83793
"NORTH","WOODLANDS","SGP000295","REGIONAL PATIENTCARE MEDICAL GROUP PTE LTD","BLK 678 WOODLANDS AVENUE 6 #01-726","730678","63669027","68939839","9.00AM-5.00PM","9.00AM-1.00PM","CLOSED","CLOSED","- LAST REGISTRATION1 HOUR BEFORECLOSING TIME.", 1.4404945, 103.8017342
"NORTH","WOODLANDS","SGP000338","TEMASEK MEDICAL CENTRE","BLK 883 WOODLANDS NORTH PLAZA WOODLANDSSTREET 82 #01-464","730883","63668366","62690138","8.30AM-12.30PM,2.00PM-5.00PM","8.30AM-12.30PM","9.00AM-12.00PM","CLOSED","LAST REGISTRATION15 MINS BEFORECLOSING TIME.", 1.4425721, 103.7907091
"NORTH","YISHUN","SGP000296","REGIONAL PATIENTCARE MEDICAL GROUP PTE LTD","BLK 932 YISHUN CENTRAL 1 #01-97","760932","67561611","67568028","8.30AM-12.30PM,2.00PM-4.00PM,6.30PM-8.30PM(CLOSED ONTUE/THU/FRI EVENING)","8.30AM-12.30PM","CLOSED","CLOSED","", 1.426375, 103.836995
"NORTH","YISHUN","SGP000152","HEALTHWAY MEDICAL CENTRE","BLK 417 YISHUN AVENUE 11 #01-321","760417","67537626","67530125","8.30AM-12.30PM,2.00PM-5.00PM,6.30PM-9.00PM(CLOSED WEDAFTERNOONS)","8.30AM-12.30PM","8.30AM-12.30PM","8.30AM-12.30PM","", 1.4243618, 103.8463164
"NORTH","YISHUN","SGP000603","GREENLINK MEDICAL CLINIC PTE LTD","BLK 807 YISHUN RING ROAD #01-4213","760807","67552238","67552238","8.30AM-3.00PM,6.30PM-9.00PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.4167025, 103.8315275
"NORTH","YISHUN","SGP000510","YISHUN CENTRAL CLINIC","BLK 935 YISHUN CENTRAL 1 #01-47","760935","67536338","67536022","9.00AM-12.00PM,2.00PM-4.00PM","CLOSED","CLOSED","CLOSED","", 1.425375, 103.8365139
"NORTH","YISHUN","SGP000042","CHANLAI HEALTHCARE CLINIC","BLK 604 YISHUN STREET 61 #01-325","760604","67563456","67565600","9.00AM-12.30PM,2.30PM-4.30PM,7.00PM-9.00PM(CLOSED ON FRIAFTERNOONS &EVENINGS)","9.00AM-12.30PM","CLOSED","CLOSED","- LAST REGISTRATIONIS 15MINS BEFORECLOSING TIME.- TEMPORARYCLOSURE FROM 1-SEP-2016 TO 12-SEP-2016.", 1.4223688, 103.8357353
"NORTH","YISHUN","SGP000655","ATRIO FAMILY CLINIC PTE LTD","BLK 291 YISHUN STREET 22 #01-349","760291","67520838","67520838","8.00AM-2.00PM,5.30PM-10.30PM (LASTREGISTRATION 1.15PM& 9.45PM)","8.00AM-2.00PM,5.30PM-10.30PM(LASTREGISTRATION1.15PM & 9.45PM)","9.00AM-2.00PM,5.30PM-10.30PM(LASTREGISTRATION1.15PM & 9.45PM)","CLOSED","(LAST REGISTRATION1.15PM & 9.45PM)", 1.4361934, 103.8366965
"NORTH","YISHUN","SGP000625","PARSONS MEDICAL CLINIC PTE LTD","BLK 779 YISHUN AVENUE 2 #01-1541","760779","64846010","64840490","MON/FRI: CLOSEDTUE/WED: 9.00AM-12.00PM THU:3.00PM-7.00PM","CLOSED","CLOSED","CLOSED","", 1.422385, 103.833623
"NORTH","YISHUN","SGP000374","UNITED HEALTH FAMILY CLINIC & SURGERY","BLK 627 YISHUN STREET 61 #01-63","760627","62571182","62571182","8.30AM-12.30PM,2.00PM-4.30PM,6.30PM-9.00PM(CLOSED ON WEDNIGHTS)","8.30AM-12.30PM","8.30AM-12.30PM","CLOSED","", 1.4176645, 103.8367353
"NORTH","YISHUN","SGP000725","HEARTLAND FAMILY CLINIC","BLK 333C YISHUN STREET 31 #01-167","763333","62500655","62502803","MON-THU: 8.00AM-12.30PM, 2.00PM-4.00PM, 6.30PM-9.00PM, FRI: 8.00AM-1.00PM, 6.00PM-9.00PM","8.30AM-12.30PM","CLOSED","CLOSED","", 1.4314732, 103.8450316
"NORTH","YISHUN","SGP000758","PLATINUM MEDICAL CENTRE PTE LTD","BLK 504 YISHUN STREET 51 #01-02","760504","62571134","62573844","9.00AM-1.00PM,2.00PM-5.00PM,6.00PM-9.00PM","9.00AM-1.00PM,2.00PM-5.00PM,6.00PM-9.00PM","9.00AM-1.00PM","CLOSED","", 1.417511, 103.8439883
"NORTH","YISHUN","SGP000714","ONECARE CLINIC YISHUN PTE LTD","BLK 431 YISHUN AVENUE 1 #01-04","760431","63342373","63342374","8.30AM-12.30PM,1.00PM-4.00PM,6.00PM-9.00PM","8.30AM-12.30PM","8.30AM-12.30PM,6.00PM-9.00PM","8.30AM-12.30PM(PLEASE CALLCLINIC BEFORECONSULT)","", 1.4201895, 103.847536
"NORTH","YISHUN","SGP000501","PUBLIC MEDICAL CLINIC & SURGERY","BLK 664 YISHUN AVENUE 4 #01-275","760664","67556539","67552320","8.30AM-12.30PM,2.30PM-4.30PM,7.00PM-9.00PM","9.00AM-12.00PM","9.00AM-12.00PM","9.00AM-12.00PM","", 1.420297, 103.841045
"NORTH","YISHUN","SGP000450","FAMILY CLINIC","BLK 103 YISHUN RING ROAD #01-73","760103","67585151","67585151","10.00AM-12.30PM,2.00PM-4.30PM,7.00PM-9.00PM(CLOSED ON WED/FRIEVENING)","10.00AM-12.30PM","10.00AM-12.30PM","CLOSED","PLEASE CALL FOR ANAPPOINTMENTBEFORE PROCEEDINGTO CLINIC.", 1.4317139, 103.8289369
"NORTH","YISHUN","SGP000727","WELLCARE FAMILY CLINIC","BLK 747 YISHUN STREET 72 #01-106","760747","67543740","67543742","8.30AM-1.00PM,6.30PM-9.00PM(CLOSED ON TUES,THURS & FRI NIGHTS)","9.00AM-12.00PM","CLOSED","CLOSED","LAST REGISTRATIONIS 30 MINS BEFORECLOSING.", 1.4282981, 103.8333783
